model,target,lead,fold,test_years,n_test,n_train,mae,rmse,mae_log,skill_vs_persistence,skill_vs_climatology,note,best_baseline_mae,skill_vs_best_baseline,best_of_three_mae,skill_vs_best_of_three
climatology,level,36,3,2014-2015,72,408,5022.653198653198,9587.941566376692,0.8336679815518049,0.0072472683715413,0.0,,5022.653198653198,0.0,5022.653198653198,0.0
elasticnet,level,36,3,2014-2015,72,408,6621.500703135269,12691.295735638443,1.1921200307534714,-0.3087730031370583,-0.3183272746983197,,5022.653198653198,-0.3183272746983197,5022.653198653198,-0.3183272746983197
gbt,level,36,4,2016-2017,72,480,3228.071465218464,5819.219230491663,1.428096791960912,0.2690860145360365,-0.8025634565146857,,1790.8226495726497,-0.8025634565146862,1790.8226495726497,-0.8025634565146862
persistence,level,36,4,2016-2017,72,480,4416.486111111111,8712.478044767491,1.0006657663787086,0.0,-1.4661772689579466,,1790.8226495726497,-1.4661772689579466,1790.8226495726497,-1.4661772689579466
climatology,level,36,4,2016-2017,72,480,1790.8226495726497,3033.828060110484,0.6680867322146923,0.5945141443856801,0.0,,1790.8226495726497,0.0,1790.8226495726497,0.0
elasticnet,level,36,4,2016-2017,72,480,2843.797782402736,5433.95188954655,0.8531131108645227,0.3560949336513852,-0.5879840379958123,,1790.8226495726497,-0.5879840379958126,1790.8226495726497,-0.5879840379958126
gbt,level,36,5,2018-2019,72,552,1946.8366848851515,3106.9134120733424,1.94820371017952,0.093199973400456,-0.0732496251532979,,1813.9644675925929,-0.07324962515329769,1813.9644675925929,-0.07324962515329769
persistence,level,36,5,2018-2019,72,552,2146.930555555556,3507.939271218297,0.9357211793883132,0.0,-0.1835571169731122,,1813.9644675925929,-0.1835571169731125,1813.9644675925929,-0.1835571169731125
climatology,level,36,5,2018-2019,72,552,1813.9644675925929,3149.930787339528,0.8061896145976262,0.1550893609955642,0.0,,1813.9644675925929,0.0,1813.9644675925929,0.0
elasticnet,level,36,5,2018-2019,72,552,1928.993102831026,3537.0796087251038,0.8183170802872611,0.1015111793721407,-0.063412838174881,,1813.9644675925929,-0.06341283817488086,1813.9644675925929,-0.06341283817488086
gbt,level,36,6,2020-2021,72,624,14956.764736425775,22759.95753383733,2.0463467203335344,-0.4174732909529601,-0.1397015558433361,,10551.708333333334,-0.41747329095296015,10551.708333333334,-0.41747329095296015
persistence,level,36,6,2020-2021,72,624,10551.708333333334,15895.011086204237,1.612940317425933,0.0,0.1959625884187769,,10551.708333333334,0.0,10551.708333333334,0.0
climatology,level,36,6,2020-2021,72,624,13123.40468409586,19971.16217466382,1.4632073279763336,-0.2437232218254572,0.0,,10551.708333333334,-0.24372322182545725,10551.708333333334,-0.24372322182545725
elasticnet,level,36,6,2020-2021,72,624,15300.561361290203,23348.62947155819,1.8606765142050048,-0.450055372830485,-0.1658987686200685,,10551.708333333334,-0.450055372830485,10551.708333333334,-0.450055372830485
gbt,level,36,7,2022-2023,72,696,52618.36203868748,61186.11850577704,6.03323873345916,-1.071242490476494,-0.0804578414681205,,25404.25,-1.0712424904764943,25404.25,-1.0712424904764943
persistence,level,36,7,2022-2023,72,696,25404.25,29735.80073422533,0.9331443420707648,0.0,0.4783528020325815,,25404.25,0.0,25404.25,0.0
climatology,level,36,7,2022-2023,72,696,48700.06030701755,56098.364797391296,2.9234988417375574,-0.9170044503190432,0.0,,25404.25,-0.9170044503190431,25404.25,-0.9170044503190431
elasticnet,level,36,7,2022-2023,72,696,49873.09715463954,58164.72714894455,2.815384706692148,-0.9631792772720916,-0.0240869690966882,,25404.25,-0.9631792772720917,25404.25,-0.9631792772720917
gbt,level,36,8,2024-2025,72,768,25460.489727535198,31570.64877172097,0.6992980396712973,-1.1915164061487975,0.3932640999550209,,11617.75,-1.1915164061487982,11617.75,-1.1915164061487982
persistence,level,36,8,2024-2025,72,768,11617.75,14878.19641100508,0.2851210260352065,0.0,0.7231433457022527,,11617.75,0.0,11617.75,0.0
climatology,level,36,8,2024-2025,72,768,41963.05134680135,46715.39430480677,2.2882746043875284,-2.6119774781520824,0.0,,11617.75,-2.6119774781520824,11617.75,-2.6119774781520824
elasticnet,level,36,8,2024-2025,72,768,38098.14510452834,44017.36350115662,1.4838319772815614,-2.279304951864891,0.092102602604651,,11617.75,-2.279304951864891,11617.75,-2.279304951864891
