model,target,lead,fold,test_years,n_test,n_train,mae,rmse,mae_log,skill_vs_persistence,skill_vs_climatology,note,best_baseline_mae,skill_vs_best_baseline,best_of_three_mae,skill_vs_best_of_three
climatology,anomaly,1,1,2010-2011,72,334,2019.046296296296,3828.071840521468,1.088187713520391,-0.034340128310031,0.0,,1952.013888888889,-0.03434012831003108,1777.5522509389266,-0.13585763525646533
elasticnet,anomaly,1,1,2010-2011,72,334,1766.5743547785632,3341.377319509352,0.9428197261097312,0.0949990853886189,0.1250451472959599,,1952.013888888889,0.0949990853886189,1777.5522509389266,0.006175850051420295
seasonal_persistence,anomaly,1,1,2010-2011,72,334,1777.5522509389266,3360.975689811294,0.9495652213793626,0.0893752031904179,0.1196079781827499,,1952.013888888889,0.08937520319041792,1777.5522509389266,0.0
gbt,anomaly,1,2,2012-2013,72,406,1571.224563889933,3194.444617000565,0.7444166972522923,-0.0985770473025546,0.1848733402499158,,1430.236111111111,-0.09857704730255468,1242.1000155290865,-0.26497427280093233
persistence,anomaly,1,2,2012-2013,72,406,1430.236111111111,2587.0008670487746,0.7671261048337715,0.0,0.2580159382070237,,1430.236111111111,0.0,1242.1000155290865,-0.15146614059245933
climatology,anomaly,1,2,2012-2013,72,406,1927.5833333333333,3535.251668098828,0.902748145298343,-0.3477378443730152,0.0,,1430.236111111111,-0.34773784437301525,1242.1000155290865,-0.5518744941905966
elasticnet,anomaly,1,2,2012-2013,72,406,1236.789727643663,2189.19361956651,0.7867382414741584,0.1352548589457479,0.3583728878248259,,1430.236111111111,0.13525485894574774,1242.1000155290865,0.004275249834178263
seasonal_persistence,anomaly,1,2,2012-2013,72,406,1242.1000155290865,2212.160047218897,0.7919770880514108,0.1315419839566677,0.3556179937594985,,1430.236111111111,0.13154198395666772,1242.1000155290865,0.0
gbt,anomaly,1,3,2014-2015,72,478,3965.661494469293,6753.156526063735,0.8258975534415747,-0.4536882311104446,0.2227452411452952,,2728.0,-0.45368823111044465,2728.0,-0.45368823111044465
persistence,anomaly,1,3,2014-2015,72,478,2728.0,4703.638287420588,0.651210944922776,0.0,0.4653222457053431,,2728.0,0.0,2728.0,0.0
climatology,anomaly,1,3,2014-2015,72,478,5102.138583638584,9741.75313957544,0.8645987292831758,-0.8702854045595985,0.0,,2728.0,-0.8702854045595985,2728.0,-0.8702854045595985
elasticnet,anomaly,1,3,2014-2015,72,478,3304.6083561461346,5284.719820375232,0.7169709090580698,-0.2113666994670582,0.3523091735016227,,2728.0,-0.21136669946705822,2728.0,-0.21136669946705822
seasonal_persistence,anomaly,1,3,2014-2015,72,478,3231.4216967519064,5052.099906578721,0.7190214874944569,-0.1845387451436606,0.3666534838715765,,2728.0,-0.18453874514366064,2728.0,-0.18453874514366064
gbt,anomaly,1,4,2016-2017,72,550,2144.1803853146994,4414.664016840454,0.5996148988805777,0.056921619908134,-0.1885853860493658,,1803.9767361111108,-0.1885853860493658,1803.9767361111108,-0.1885853860493658
persistence,anomaly,1,4,2016-2017,72,550,2273.597222222222,3678.7904998336976,0.708581472097401,0.0,-0.2603251343049395,,1803.9767361111108,-0.26032513430493953,1803.9767361111108,-0.26032513430493953
climatology,anomaly,1,4,2016-2017,72,550,1803.9767361111108,3125.201491121265,0.6673952653506413,0.2065539496270595,0.0,,1803.9767361111108,0.0,1803.9767361111108,0.0
elasticnet,anomaly,1,4,2016-2017,72,550,2014.830574833596,3752.8428824534353,0.620003368978427,0.1138137594730638,-0.1168827926113003,,1803.9767361111108,-0.1168827926113003,1803.9767361111108,-0.1168827926113003
seasonal_persistence,anomaly,1,4,2016-2017,72,550,2077.6983079793386,4145.633127458066,0.6291125220708865,0.0861625411608355,-0.1517323180443546,,1803.9767361111108,-0.1517323180443546,1803.9767361111108,-0.1517323180443546
gbt,anomaly,1,5,2018-2019,72,622,1510.2832590583264,2376.2624479781243,0.8057138813271498,-0.1133790804693448,0.1123731306752037,,1356.486111111111,-0.11337908046934486,1356.486111111111,-0.11337908046934486
persistence,anomaly,1,5,2018-2019,72,622,1356.486111111111,2325.894299332338,0.738949978030421,0.0,0.2027631155503503,,1356.486111111111,0.0,1356.486111111111,0.0
climatology,anomaly,1,5,2018-2019,72,622,1701.4843863471317,2890.4441943506167,0.7941559104781529,-0.2543323314629657,0.0,,1356.486111111111,-0.25433233146296574,1356.486111111111,-0.25433233146296574
elasticnet,anomaly,1,5,2018-2019,72,622,1358.663423052729,2066.2639575201324,0.8388604239134506,-0.0016051118576028,0.2014834611738019,,1356.486111111111,-0.0016051118576028145,1356.486111111111,-0.0016051118576028145
seasonal_persistence,anomaly,1,5,2018-2019,72,622,1402.163756482993,2135.733124333612,0.8584269718931038,-0.0336735076000644,0.1759173532627833,,1356.486111111111,-0.03367350760006449,1356.486111111111,-0.03367350760006449
gbt,anomaly,1,6,2020-2021,72,694,7958.597811499762,12788.182897129704,1.0912545515256171,-0.425360227124681,0.4062273146705619,,5583.569444444444,-0.425360227124681,5583.569444444444,-0.425360227124681
persistence,anomaly,1,6,2020-2021,72,694,5583.569444444444,8947.20606219866,0.8973389084702558,0.0,0.5834227207761854,,5583.569444444444,0.0,5583.569444444444,0.0
climatology,anomaly,1,6,2020-2021,72,694,13403.44210526316,20352.696412122663,1.517867105404747,-1.4005149821498777,0.0,,5583.569444444444,-1.4005149821498781,5583.569444444444,-1.4005149821498781
elasticnet,anomaly,1,6,2020-2021,72,694,6428.507190928205,10798.159623464782,0.9708084751577172,-0.151325734351609,0.5203838580834463,,5583.569444444444,-0.151325734351609,5583.569444444444,-0.151325734351609
seasonal_persistence,anomaly,1,6,2020-2021,72,694,7184.660346123598,10622.17512145887,0.9779031987968784,-0.2867504232927937,0.4639690096245962,,5583.569444444444,-0.28675042329279377,5583.569444444444,-0.28675042329279377
gbt,anomaly,1,7,2022-2023,72,766,27751.481046717432,35607.03116539032,0.8283837717174086,-1.0988911926524398,0.4253887104509527,,13221.972222222224,-1.0988911926524394,13221.972222222224,-1.0988911926524394
persistence,anomaly,1,7,2022-2023,72,766,13221.972222222224,18182.13712227837,0.409639158875169,0.0,0.7262310254287686,,13221.972222222224,0.0,13221.972222222224,0.0
climatology,anomaly,1,7,2022-2023,72,766,48296.094336219336,55631.66653799383,2.7995718591763774,-2.652714854070552,0.0,,13221.972222222224,-2.652714854070551,13221.972222222224,-2.652714854070551
elasticnet,anomaly,1,7,2022-2023,72,766,21695.740075124628,27617.67668186833,0.6294887331156576,-0.6408853165385198,0.550776509502259,,13221.972222222224,-0.6408853165385195,13221.972222222224,-0.6408853165385195
seasonal_persistence,anomaly,1,7,2022-2023,72,766,20705.097849680693,25795.348305196138,0.5538703487731578,-0.5659613786573798,0.5712883591468174,,13221.972222222224,-0.5659613786573796,13221.972222222224,-0.5659613786573796
gbt,anomaly,1,8,2024-2025,72,838,17826.13904779816,24039.1979764039,0.4273682186940532,-0.9684401199967292,0.5517506067244256,,9055.972222222224,-0.9684401199967287,9055.972222222224,-0.9684401199967287
persistence,anomaly,1,8,2024-2025,72,838,9055.972222222224,11837.72660465964,0.2340714340119061,0.0,0.772281925814274,,9055.972222222224,0.0,9055.972222222224,0.0
climatology,anomaly,1,8,2024-2025,72,838,39768.35064412238,44433.40794768025,1.8425425516014589,-3.3913949455957724,0.0,,9055.972222222224,-3.3913949455957715,9055.972222222224,-3.3913949455957715
elasticnet,anomaly,1,8,2024-2025,72,838,14665.96470748348,19407.71969250132,0.3751749636312546,-0.6194798689305867,0.6312151630645749,,9055.972222222224,-0.6194798689305865,9055.972222222224,-0.6194798689305865
seasonal_persistence,anomaly,1,8,2024-2025,72,838,14517.378809759795,18638.663761697386,0.343845191393414,-0.603072365232743,0.6349514482088431,,9055.972222222224,-0.6030723652327423,9055.972222222224,-0.6030723652327423
gbt,anomaly,3,1,2010-2011,72,330,2805.379843460616,4997.140411710453,1.2751137268088524,0.1665572585065405,-0.3894579082246683,,2019.0462962962963,-0.3894579082246685,2019.0462962962963,-0.3894579082246685
persistence,anomaly,3,1,2010-2011,72,330,3366.0138888888887,5852.28216050039,1.418645357056413,0.0,-0.6671306126379797,,2019.0462962962963,-0.6671306126379799,2019.0462962962963,-0.6671306126379799
climatology,anomaly,3,1,2010-2011,72,330,2019.0462962962963,3819.8834138075863,1.088187713520391,0.4001669740695045,0.0,,2019.0462962962963,0.0,2019.0462962962963,0.0
elasticnet,anomaly,3,1,2010-2011,72,330,2915.6697219286643,5246.075890452314,1.2938579873822775,0.1337915355747037,-0.4440826479695479,,2019.0462962962963,-0.4440826479695481,2019.0462962962963,-0.4440826479695481
seasonal_persistence,anomaly,3,1,2010-2011,72,330,3162.485684288588,5669.548216877727,1.33547316046877,0.0604656461080393,-0.5663264829983328,,2019.0462962962963,-0.566326482998333,2019.0462962962963,-0.566326482998333
gbt,anomaly,3,2,2012-2013,72,402,2179.969645499808,4371.250931036458,1.098025589646227,0.2352176343066082,-0.1262966308694404,,1935.5199915824917,-0.12629663086944043,1651.7077327808795,-0.3198277166321224
persistence,anomaly,3,2,2012-2013,72,402,2850.4444444444443,5398.682120563211,1.0896449942444972,0.0,-0.472702145594428,,1935.5199915824917,-0.4727021455944278,1651.7077327808795,-0.7257559481454536
climatology,anomaly,3,2,2012-2013,72,402,1935.5199915824917,3540.279283418185,0.9063315011993784,0.3209760690635993,0.0,,1935.5199915824917,0.0,1651.7077327808795,-0.1718295877466014
elasticnet,anomaly,3,2,2012-2013,72,402,1889.3219985720496,3540.682660744469,0.9798078297073248,0.3371833637191685,0.023868517613538,,1935.5199915824917,0.023868517613538254,1651.7077327808795,-0.14385975259140626
seasonal_persistence,anomaly,3,2,2012-2013,72,402,1651.7077327808795,3010.8959586228766,0.9887682045870834,0.4205437906358494,0.1466335971914014,,1935.5199915824917,0.14663359719140168,1651.7077327808795,0.0
gbt,anomaly,3,3,2014-2015,72,474,4717.95426991256,8548.150337289882,0.8328326543612748,0.2244441027634667,0.075861278771651,,5105.244658119658,0.07586127877165105,5105.244658119658,0.07586127877165105
persistence,anomaly,3,3,2014-2015,72,474,6083.319444444444,10568.09816473354,1.0250309154301778,0.0,-0.1915823534077261,,5105.244658119658,-0.1915823534077261,5105.244658119658,-0.1915823534077261
climatology,anomaly,3,3,2014-2015,72,474,5105.244658119658,9742.488942635073,0.8654616400583031,0.1607797840072342,0.0,,5105.244658119658,0.0,5105.244658119658,0.0
elasticnet,anomaly,3,3,2014-2015,72,474,4773.064097372246,9933.324329480522,0.8238528584099937,0.2153849323610289,0.0650665311835926,,5105.244658119658,0.06506653118359262,5105.244658119658,0.06506653118359262
seasonal_persistence,anomaly,3,3,2014-2015,72,474,5240.788442267356,9352.87377334972,0.8426175556011835,0.1384985631399852,-0.0265499095977941,,5105.244658119658,-0.02654990959779413,5105.244658119658,-0.02654990959779413
gbt,anomaly,3,4,2016-2017,72,546,2821.0536420990406,4984.231994199123,0.9171975983381162,0.2823597876179423,-0.559933615693639,,1808.4446759259256,-0.5599336156936392,1808.4446759259256,-0.5599336156936392
persistence,anomaly,3,4,2016-2017,72,546,3931.0138888888887,6161.262331202015,1.1327633093606433,0.0,-1.1736987264353025,,1808.4446759259256,-1.173698726435303,1808.4446759259256,-1.173698726435303
climatology,anomaly,3,4,2016-2017,72,546,1808.4446759259256,3126.565936631338,0.67032429162087,0.539954646042452,0.0,,1808.4446759259256,0.0,1808.4446759259256,0.0
elasticnet,anomaly,3,4,2016-2017,72,546,2506.2147664014287,4412.536717463812,0.8512960648033765,0.3624507983842772,-0.3858398875919406,,1808.4446759259256,-0.3858398875919409,1808.4446759259256,-0.3858398875919409
seasonal_persistence,anomaly,3,4,2016-2017,72,546,2730.2101900089347,5114.126500594671,0.9053069353376968,0.3054692078992792,-0.5097006982594388,,1808.4446759259256,-0.509700698259439,1808.4446759259256,-0.509700698259439
gbt,anomaly,3,5,2018-2019,72,618,2293.897812967165,3922.107310180014,0.952530786376022,0.0906853278407117,-0.3476615366310482,,1702.1319898329702,-0.3476615366310485,1702.1319898329702,-0.3476615366310485
persistence,anomaly,3,5,2018-2019,72,618,2522.6666666666665,4257.289503506506,1.0394761878253729,0.0,-0.4820628962588353,,1702.1319898329702,-0.48206289625883536,1702.1319898329702,-0.48206289625883536
climatology,anomaly,3,5,2018-2019,72,618,1702.1319898329702,2891.13748966242,0.7942210147575308,0.3252648031846048,0.0,,1702.1319898329702,0.0,1702.1319898329702,0.0
elasticnet,anomaly,3,5,2018-2019,72,618,1943.9757191991348,3380.24362804312,0.8869686018094283,0.2293965172307869,-0.1420828295400855,,1702.1319898329702,-0.14208282954008555,1702.1319898329702,-0.14208282954008555
seasonal_persistence,anomaly,3,5,2018-2019,72,618,2361.068243842331,4180.540569522898,0.96313343286992,0.0640585714155664,-0.3871240643764775,,1702.1319898329702,-0.3871240643764775,1702.1319898329702,-0.3871240643764775
gbt,anomaly,3,6,2020-2021,72,690,9999.975311131602,16096.570373523897,1.1650994904927172,0.0584874008284345,0.2537864023854482,,10621.180555555557,0.05848740082843473,10621.180555555557,0.05848740082843473
persistence,anomaly,3,6,2020-2021,72,690,10621.180555555557,15015.582625041376,1.258815246013157,0.0,0.2074311079096092,,10621.180555555557,0.0,10621.180555555557,0.0
climatology,anomaly,3,6,2020-2021,72,690,13400.95562865497,20351.633478896256,1.5165021024099272,-0.2617199715756095,0.0,,10621.180555555557,-0.26171997157560933,10621.180555555557,-0.26171997157560933
elasticnet,anomaly,3,6,2020-2021,72,690,10194.30363735112,16331.33130690677,1.2388341501373248,0.0401910989057757,0.2392853226412553,,10621.180555555557,0.04019109890577577,10621.180555555557,0.04019109890577577
seasonal_persistence,anomaly,3,6,2020-2021,72,690,11953.681251053533,20902.63679283337,1.200921466141492,-0.1254569290605831,0.1079978486390002,,10621.180555555557,-0.12545692906058292,10621.180555555557,-0.12545692906058292
gbt,anomaly,3,7,2022-2023,72,762,33699.264796115334,43333.9753999322,1.0596803144225933,-1.0225188221724246,0.3029113071155208,,16662.027777777777,-1.0225188221724246,16662.027777777777,-1.0225188221724246
persistence,anomaly,3,7,2022-2023,72,762,16662.027777777777,22725.375596456048,0.3843369497904655,0.0,0.6553363631317293,,16662.027777777777,0.0,16662.027777777777,0.0
climatology,anomaly,3,7,2022-2023,72,762,48342.86531986532,55658.65515316127,2.817132416168313,-1.901379469811017,0.0,,16662.027777777777,-1.9013794698110167,16662.027777777777,-1.9013794698110167
elasticnet,anomaly,3,7,2022-2023,72,762,29720.14434911806,38692.04903649765,0.9186393071948143,-0.7837051255403591,0.3852217043306845,,16662.027777777777,-0.7837051255403591,16662.027777777777,-0.7837051255403591
seasonal_persistence,anomaly,3,7,2022-2023,72,762,36489.39147713575,51496.9664193193,0.6489357638574624,-1.1899730311218075,0.2451959304501273,,16662.027777777777,-1.1899730311218075,16662.027777777777,-1.1899730311218075
gbt,anomaly,3,8,2024-2025,72,834,29213.89889419336,41960.13985042416,0.5665016745674506,-0.9248426883931328,0.2668595464096898,,15177.291666666666,-0.9248426883931331,15177.291666666666,-0.9248426883931331
persistence,anomaly,3,8,2024-2025,72,834,15177.291666666666,18498.19004547021,0.3571594311764453,0.0,0.6191166904125869,,15177.291666666666,0.0,15177.291666666666,0.0
climatology,anomaly,3,8,2024-2025,72,834,39847.61548913043,44487.323218148405,1.857285422172076,-1.6254760311845555,0.0,,15177.291666666666,-1.6254760311845557,15177.291666666666,-1.6254760311845557
elasticnet,anomaly,3,8,2024-2025,72,834,24292.472513998404,29895.470566768767,0.6361218351920119,-0.6005801988605832,0.3903657165979012,,15177.291666666666,-0.6005801988605832,15177.291666666666,-0.6005801988605832
seasonal_persistence,anomaly,3,8,2024-2025,72,834,28726.57522945596,38413.36040727307,0.5695372489638107,-0.8927339515090886,0.279089228380756,,15177.291666666666,-0.8927339515090886,15177.291666666666,-0.8927339515090886
gbt,anomaly,6,1,2010-2011,72,324,5473.479561430595,11374.995718346056,1.450650137828256,-0.3816829815864766,-1.7109232569213746,,2019.0462962962963,-1.710923256921375,2019.0462962962963,-1.710923256921375
persistence,anomaly,6,1,2010-2011,72,324,3961.4583333333335,6355.848224491974,1.6573255104537827,0.0,-0.9620443278592292,,2019.0462962962963,-0.9620443278592294,2019.0462962962963,-0.9620443278592294
climatology,anomaly,6,1,2010-2011,72,324,2019.0462962962963,3816.575495883061,1.0881877135203908,0.4903275192099804,0.0,,2019.0462962962963,0.0,2019.0462962962963,0.0
elasticnet,anomaly,6,1,2010-2011,72,324,4767.667075509121,9229.94065601374,1.4251757530573417,-0.2035131192450054,-1.3613460891188311,,2019.0462962962963,-1.3613460891188316,2019.0462962962963,-1.3613460891188316
seasonal_persistence,anomaly,6,1,2010-2011,72,324,5000.205187871566,9784.031272418635,1.4643587419628694,-0.2622132475300296,-1.476518342865072,,2019.0462962962963,-1.4765183428650723,2019.0462962962963,-1.4765183428650723
gbt,anomaly,6,2,2012-2013,72,396,2293.5136306971817,5223.180799185039,0.8848767262522386,0.5093097196991755,-0.1802700775181192,,1943.2108585858584,-0.18027007751811897,1863.503419248913,-0.23075364767593776
persistence,anomaly,6,2,2012-2013,72,396,4674.055555555556,8002.361141146614,1.583094188951063,0.0,-1.4053259762849557,,1943.2108585858584,-1.405325976284955,1863.503419248913,-1.5082087359085388
climatology,anomaly,6,2,2012-2013,72,396,1943.2108585858584,3541.8150940377354,0.9148213752058024,0.5842559345970613,0.0,,1943.2108585858584,0.0,1863.503419248913,-0.04277289674578211
elasticnet,anomaly,6,2,2012-2013,72,396,1791.1548344587773,3963.5294940725535,0.8877747188549204,0.6167878594575495,0.0782498839254827,,1943.2108585858584,0.07824988392548282,1863.503419248913,0.03882396138521482
seasonal_persistence,anomaly,6,2,2012-2013,72,396,1863.503419248913,4023.837793348148,0.9148133287336152,0.6013090993251111,0.0410184200982447,,1943.2108585858584,0.041018420098244746,1863.503419248913,0.0
gbt,anomaly,6,3,2014-2015,72,468,5998.725652102079,12421.55233258977,0.9076893004432716,0.3948466311558367,-0.1751992853470423,,5104.432692307692,-0.17519928534704232,5104.432692307692,-0.17519928534704232
persistence,anomaly,6,3,2014-2015,72,468,9912.736111111111,15593.06540447815,1.45320938618362,0.0,-0.9419858598683188,,5104.432692307692,-0.9419858598683188,5104.432692307692,-0.9419858598683188
climatology,anomaly,6,3,2014-2015,72,468,5104.432692307692,9742.216095449936,0.8648016311425416,0.4850631919287983,0.0,,5104.432692307692,0.0,5104.432692307692,0.0
elasticnet,anomaly,6,3,2014-2015,72,468,6170.630013996847,12141.741157987011,0.9186415042758485,0.3775048639618041,-0.2088767520229817,,5104.432692307692,-0.20887675202298173,5104.432692307692,-0.20887675202298173
seasonal_persistence,anomaly,6,3,2014-2015,72,468,6677.417701170614,13847.019269162693,0.9389913326572474,0.3263799594457127,-0.3081605936803493,,5104.432692307692,-0.3081605936803493,5104.432692307692,-0.3081605936803493
gbt,anomaly,6,4,2016-2017,72,540,3424.246922354724,6142.127988378114,1.00451589938814,0.3807716227312818,-0.8919759182465687,,1809.878703703704,-0.8919759182465683,1809.878703703704,-0.8919759182465683
persistence,anomaly,6,4,2016-2017,72,540,5529.861111111111,8368.11279003018,1.5841542175965992,0.0,-2.055376639216154,,1809.878703703704,-2.055376639216153,1809.878703703704,-2.055376639216153
climatology,anomaly,6,4,2016-2017,72,540,1809.878703703704,3124.8538172920094,0.671431101054205,0.6727081083343799,0.0,,1809.878703703704,0.0,1809.878703703704,0.0
elasticnet,anomaly,6,4,2016-2017,72,540,3735.7998721634526,6990.320256567468,1.0419405260459866,0.324431518784959,-1.0641161556951737,,1809.878703703704,-1.064116155695173,1809.878703703704,-1.064116155695173
seasonal_persistence,anomaly,6,4,2016-2017,72,540,4462.952682182965,9127.023652336558,1.1365441348315426,0.192935845492469,-1.465884964031047,,1809.878703703704,-1.465884964031046,1809.878703703704,-1.465884964031046
gbt,anomaly,6,5,2018-2019,72,612,2035.9258378054667,3235.4048455049315,0.9447324145331196,0.4597257828534176,-0.2062859332449542,,1687.763888888889,-0.20628593324495426,1687.763888888889,-0.20628593324495426
persistence,anomaly,6,5,2018-2019,72,612,3768.319444444444,5828.9840273984855,1.5031259307050833,0.0,-1.232729038257392,,1687.763888888889,-1.2327290382573914,1687.763888888889,-1.2327290382573914
climatology,anomaly,6,5,2018-2019,72,612,1687.763888888889,2888.108223355477,0.7841219480232637,0.552117618006848,0.0,,1687.763888888889,0.0,1687.763888888889,0.0
elasticnet,anomaly,6,5,2018-2019,72,612,2273.7652457890144,4129.68044559053,1.0045041358402973,0.3966102716845888,-0.3472057677960569,,1687.763888888889,-0.34720576779605694,1687.763888888889,-0.34720576779605694
seasonal_persistence,anomaly,6,5,2018-2019,72,612,2706.046105384605,5492.132226013548,1.1288301944568375,0.2818957773407259,-0.6033321504266129,,1687.763888888889,-0.6033321504266129,1687.763888888889,-0.6033321504266129
gbt,anomaly,6,6,2020-2021,72,684,10390.862140328109,16522.23453739262,1.249054706197505,0.4106616319023398,0.2242753201442878,,13395.03874269006,0.22427532014428775,13395.03874269006,0.22427532014428775
persistence,anomaly,6,6,2020-2021,72,684,17631.402777777777,23458.223635326696,1.824042097582236,0.0,-0.3162636642166927,,13395.03874269006,-0.3162636642166927,13395.03874269006,-0.3162636642166927
climatology,anomaly,6,6,2020-2021,72,684,13395.03874269006,20349.935463511305,1.5117736319741366,0.2402737937804435,0.0,,13395.03874269006,0.0,13395.03874269006,0.0
elasticnet,anomaly,6,6,2020-2021,72,684,11723.632688280595,17980.695846068193,1.4423142284039396,0.3350709052454523,0.1247779932940906,,13395.03874269006,0.12477799329409067,13395.03874269006,0.12477799329409067
seasonal_persistence,anomaly,6,6,2020-2021,72,684,15902.71327851075,37005.54575258587,1.3926687631606574,0.0980460557254031,-0.1872092036455794,,13395.03874269006,-0.18720920364557947,13395.03874269006,-0.18720920364557947
gbt,anomaly,6,7,2022-2023,72,756,39921.34530489364,59840.30986336229,1.1076841613999198,-0.4655853990714673,0.1744983429675813,,27239.180555555555,-0.46558539907146734,27239.180555555555,-0.46558539907146734
persistence,anomaly,6,7,2022-2023,72,756,27239.180555555555,34550.799931445545,0.6082930328581454,0.0,0.4367427121234822,,27239.180555555555,0.0,27239.180555555555,0.0
climatology,anomaly,6,7,2022-2023,72,756,48360.103174603166,55667.80146559511,2.8251825371600794,-0.7753875920008138,0.0,,27239.180555555555,-0.7753875920008138,27239.180555555555,-0.7753875920008138
elasticnet,anomaly,6,7,2022-2023,72,756,32456.14740581484,43366.90214179471,1.1001942078848808,-0.1915243683494458,0.3288652158447103,,27239.180555555555,-0.19152436834944586,27239.180555555555,-0.19152436834944586
seasonal_persistence,anomaly,6,7,2022-2023,72,756,57212.91028225754,98265.06059668286,0.8162922053943024,-1.100390287643536,-0.1830601369002771,,27239.180555555555,-1.1003902876435356,27239.180555555555,-1.1003902876435356
gbt,anomaly,6,8,2024-2025,72,828,43105.00025610882,73405.84387280206,0.7825502492750739,-0.7224134847021646,-0.0790343647234805,,25025.930555555555,-0.7224134847021646,25025.930555555555,-0.7224134847021646
persistence,anomaly,6,8,2024-2025,72,828,25025.930555555555,29403.942871237523,0.5586003791816752,0.0,0.3735334898924897,,25025.930555555555,0.0,25025.930555555555,0.0
climatology,anomaly,6,8,2024-2025,72,828,39947.75483091788,44547.526601982485,1.887290882385112,-0.5962545225735789,0.0,,25025.930555555555,-0.5962545225735794,25025.930555555555,-0.5962545225735794
elasticnet,anomaly,6,8,2024-2025,72,828,31607.736413968352,46833.1029537907,0.7844706668919483,-0.2629994454672411,0.2087731451304166,,25025.930555555555,-0.2629994454672411,25025.930555555555,-0.2629994454672411
seasonal_persistence,anomaly,6,8,2024-2025,72,828,44935.41085423847,75916.08115514,0.7521024790547606,-0.795554045612229,-0.1248544766641144,,25025.930555555555,-0.795554045612229,25025.930555555555,-0.795554045612229
gbt,anomaly,9,1,2010-2011,72,318,7617.991439688225,20480.534269094373,1.3964494657125428,-0.7500945526693625,-2.773064269830037,,2019.046296296296,-2.773064269830037,2019.046296296296,-2.773064269830037
persistence,anomaly,9,1,2010-2011,72,318,4352.902777777777,6811.89067509487,1.926381892381792,0.0,-1.1559202410378937,,2019.046296296296,-1.1559202410378937,2019.046296296296,-1.1559202410378937
climatology,anomaly,9,1,2010-2011,72,318,2019.046296296296,3810.900768844308,1.0881877135203908,0.5361609483667242,0.0,,2019.046296296296,0.0,2019.046296296296,0.0
elasticnet,anomaly,9,1,2010-2011,72,318,7856.9811197031295,20279.955150655125,1.4135437850853148,-0.8049980715889633,-2.891431877573011,,2019.046296296296,-2.891431877573011,2019.046296296296,-2.891431877573011
seasonal_persistence,anomaly,9,1,2010-2011,72,318,7977.114389290073,20640.719775825124,1.4448595424570505,-0.8325964985973131,-2.9509318849811192,,2019.046296296296,-2.9509318849811192,2019.046296296296,-2.9509318849811192
gbt,anomaly,9,2,2012-2013,72,390,2361.7330252591137,4870.307870441727,0.9867763821864608,0.564693169482643,-0.2088009564495283,,1953.7815656565656,-0.20880095644952856,1953.7815656565656,-0.20880095644952856
persistence,anomaly,9,2,2012-2013,72,390,5425.444444444444,8842.585246031464,2.0090507698270192,0.0,-1.7768940703569545,,1953.7815656565656,-1.776894070356955,1953.7815656565656,-1.776894070356955
climatology,anomaly,9,2,2012-2013,72,390,1953.7815656565656,3544.2057758955875,0.9250345527236624,0.6398854350711853,0.0,,1953.7815656565656,0.0,1953.7815656565656,0.0
elasticnet,anomaly,9,2,2012-2013,72,390,2350.269989008568,4677.184246201623,1.0458752601762955,0.5668059984624484,-0.2029338541838283,,1953.7815656565656,-0.2029338541838288,1953.7815656565656,-0.2029338541838288
seasonal_persistence,anomaly,9,2,2012-2013,72,390,2382.169792352744,4754.676174499498,1.081543631686331,0.5609263320736715,-0.2192610649145001,,1953.7815656565656,-0.21926106491450037,1953.7815656565656,-0.21926106491450037
gbt,anomaly,9,3,2014-2015,72,462,5408.358854809242,9903.250743381608,0.903772240722823,0.5371102483755958,-0.0608310128049793,,5098.228454415955,-0.06083101280497938,4949.6076056914335,-0.09268436725980078
persistence,anomaly,9,3,2014-2015,72,462,11683.902777777776,17306.45969597287,1.7971281009159317,0.0,-1.2917573981325767,,5098.228454415955,-1.2917573981325767,4949.6076056914335,-1.360571525779688
climatology,anomaly,9,3,2014-2015,72,462,5098.228454415955,9741.552738585804,0.8589778127278964,0.5636536394232464,0.0,,5098.228454415955,0.0,4949.6076056914335,-0.03002679415508136
elasticnet,anomaly,9,3,2014-2015,72,462,4862.029510806351,7593.586131853247,0.9406520458653465,0.5838693967863462,0.0463296114957371,,5098.228454415955,0.04632961149573711,4949.6076056914335,0.017693947048323277
seasonal_persistence,anomaly,9,3,2014-2015,72,462,4949.6076056914335,7901.151338422167,0.949202046012232,0.5763737768252104,0.0291514689962136,,5098.228454415955,0.02915146899621368,4949.6076056914335,0.0
gbt,anomaly,9,4,2016-2017,72,534,5718.315706985631,18177.999639033787,1.0021173896217532,-0.0290858646551592,-2.1638585678137083,,1807.3866402116405,-2.163858567813708,1807.3866402116405,-2.163858567813708
persistence,anomaly,9,4,2016-2017,72,534,5556.694444444444,8626.805281279456,1.6692336215612158,0.0,-2.0744359401670525,,1807.3866402116405,-2.074435940167052,1807.3866402116405,-2.074435940167052
climatology,anomaly,9,4,2016-2017,72,534,1807.3866402116405,3125.692553556536,0.6695350540216187,0.6747370836597545,0.0,,1807.3866402116405,0.0,1807.3866402116405,0.0
elasticnet,anomaly,9,4,2016-2017,72,534,5991.7188250118825,21152.79064468239,0.8998364974002128,-0.0782883393925633,-2.315128424491545,,1807.3866402116405,-2.315128424491545,1807.3866402116405,-2.315128424491545
