admin_level,feature_index,name,pcode,parent_name,parent_pcode,centroid_latitude,centroid_longitude,min_longitude,min_latitude,max_longitude,max_latitude,area_km2,source_file
2,25,Awerial,SS0401,Lakes,SS04,6.1498620346682955,31.22835477074471,30.61187918200011,5.87275268000019,31.69731703800005,6.504231029000152,4528.660809676645,ssd_admin2.geojson
2,26,Cueibet,SS0402,Lakes,SS04,7.082292348093638,29.22492349473958,28.86548733100011,6.68122848500019,29.59669235399997,7.510799042000087,4862.317617147142,ssd_admin2.geojson
2,27,Rumbek Centre,SS0403,Lakes,SS04,7.018499943161761,29.78404000129415,29.373856757999988,6.666650455000138,30.22304189300013,7.306001182999978,3853.364343794307,ssd_admin2.geojson
2,28,Rumbek East,SS0404,Lakes,SS04,6.71867032464238,30.01382527755766,29.567536294000092,6.375089863000142,30.37128601500018,7.114349577000041,3566.7521069402787,ssd_admin2.geojson
2,29,Rumbek North,SS0405,Lakes,SS04,7.5245804722629925,29.70424474712193,29.170109587000127,7.249771640000063,30.144180539000047,7.832605447000049,4103.892112316905,ssd_admin2.geojson
2,30,Wulu,SS0406,Lakes,SS04,6.2002432184513445,29.208888936730954,28.462971108999966,5.675484415000085,29.97363854800011,6.762448936000169,11843.532835792883,ssd_admin2.geojson
2,31,Yirol East,SS0407,Lakes,SS04,6.7919533662236224,30.803310451097946,30.319346108000104,6.333438350000051,31.377831358000037,7.214353085000084,5568.582837384008,ssd_admin2.geojson
2,32,Yirol West,SS0408,Lakes,SS04,6.395243611937736,30.486981926444514,29.9528127910001,6.081249592000063,31.01284380300001,6.691641363000031,4858.704146264731,ssd_admin2.geojson
2,33,Aweil Centre,SS0501,Northern Bahr el Ghazal,SS05,8.417933835968311,26.895620256600303,26.214245531000188,7.892373008000106,27.80735756400003,8.960798791000173,11156.747654463801,ssd_admin2.geojson
2,34,Aweil East,SS0502,Northern Bahr el Ghazal,SS05,9.242911632084569,27.61322003256606,27.17950640400005,8.73215009900008,28.036059964000174,9.625693321000028,6367.533884287523,ssd_admin2.geojson
2,35,Aweil North,SS0503,Northern Bahr el Ghazal,SS05,9.33476183194353,26.729689539475952,26.15020536100019,8.91569326399997,27.381132978000096,9.895780794000132,6342.814561658492,ssd_admin2.geojson
2,36,Aweil South,SS0504,Northern Bahr el Ghazal,SS05,8.667977172976723,27.736114882917235,27.399840598000026,8.416199178,27.999467579,8.915276814000151,1976.8828578767423,ssd_admin2.geojson
2,37,Aweil West,SS0505,Northern Bahr el Ghazal,SS05,8.930423283382577,26.723930338548573,26.13630537500012,8.603445375999968,27.43101996400003,9.208876297000018,5007.851683831462,ssd_admin2.geojson
2,38,Abiemnhom,SS0601,Unity,SS06,9.551219374555355,29.12943270433922,28.767907640000146,9.306363709000095,29.538087542000085,9.753942489000167,2407.82705568818,ssd_admin2.geojson
2,39,Guit,SS0602,Unity,SS06,9.196055516947176,30.075500781754208,29.812326241000164,8.843455430000063,30.392887115000065,9.553384204000167,3454.18127001544,ssd_admin2.geojson
2,40,Koch,SS0603,Unity,SS06,8.633361713575296,29.856306096720413,29.27410228600013,8.286864176000108,30.32340621900005,8.917847633000179,4396.587595534725,ssd_admin2.geojson
2,41,Leer,SS0604,Unity,SS06,8.174473706826875,30.22687327962541,30.0367105200001,7.897231162000082,30.455654144,8.48004202200002,1610.9414924891541,ssd_admin2.geojson
2,42,Mayendit,SS0605,Unity,SS06,8.122522463707407,29.91974353290628,29.66638458200009,7.69160196200005,30.353906201000143,8.557779275000144,3061.320976059672,ssd_admin2.geojson
2,43,Mayom,SS0606,Unity,SS06,9.094565694576163,29.216498409094847,28.69472287300016,8.69557583400018,29.606993460000183,9.455220112000063,4260.4175267544615,ssd_admin2.geojson
2,44,Panyijiar,SS0607,Unity,SS06,7.525560842060235,30.335611625209026,29.971482163000132,7.067214749000073,30.712665558000083,7.990371805000166,5324.973174869481,ssd_admin2.geojson
2,45,Pariang,SS0608,Unity,SS06,9.814849642680649,30.11984599634659,29.538087542000085,9.38787927900006,30.846070440000176,10.288802127999986,8978.794298911325,ssd_admin2.geojson
2,46,Rubkona,SS0609,Unity,SS06,9.268475660213161,29.635661184986642,29.344506190000175,8.858273259000157,29.920284715000093,9.75013500000017,3563.8915030868716,ssd_admin2.geojson
2,47,Baliet,SS0701,Upper Nile,SS07,9.490866268121101,32.40216067122276,31.70343975800006,8.713323140000114,32.99816924000004,10.101033734000168,11675.847179005264,ssd_admin2.geojson
2,48,Fashoda,SS0702,Upper Nile,SS07,9.980298659196732,31.844220078820737,31.426396374000035,9.672808733000124,32.28899238800017,10.303711240999974,3594.953375162151,ssd_admin2.geojson
2,49,Longochuk,SS0703,Upper Nile,SS07,9.255849064843016,33.527236683922375,32.91433683200006,8.836750399000152,34.13480568099999,9.770235585000023,6928.066071591158,ssd_admin2.geojson
2,50,Luakpiny/Nasir,SS0704,Upper Nile,SS07,8.83585841836479,33.16187435769304,32.78426171200016,8.425121307000097,33.64843683400005,9.37826243699999,5185.765578903133,ssd_admin2.geojson
2,51,Maban,SS0705,Upper Nile,SS07,10.024009931449601,33.46004501445316,32.95703141900003,9.339744844000109,33.9995079040001,10.693850496000039,11821.219347916538,ssd_admin2.geojson
2,52,Maiwut,SS0706,Upper Nile,SS07,8.746467054586631,33.85946930591427,33.46264609200006,8.366526604000057,34.148303419,9.201534659000117,3686.2308692363836,ssd_admin2.geojson
2,53,Malakal,SS0707,Upper Nile,SS07,9.658456964478876,31.64279686743318,31.365995769000108,9.446234659000083,31.86756460900017,9.898903704000077,754.6804096396492,ssd_admin2.geojson
2,54,Manyo,SS0708,Upper Nile,SS07,11.131136295798907,32.370236579723795,31.78867766500008,10.123691142000098,32.78972109100005,11.947577380000155,6679.03131749763,ssd_admin2.geojson
2,55,Melut,SS0709,Upper Nile,SS07,10.380961081773954,32.5685506461328,32.11226461000007,9.892585585000177,33.00270072200016,10.848728180000023,6941.449726009841,ssd_admin2.geojson
2,56,Panyikang,SS0710,Upper Nile,SS07,9.442996769932753,31.442821640145564,30.75618553200013,8.874269813000183,32.07827849800003,9.819852770000068,5110.313116826418,ssd_admin2.geojson
2,57,Renk,SS0711,Upper Nile,SS07,11.362755967042975,32.95701503970413,32.46798590600014,10.34573373400002,33.36009235600005,12.236351879000097,10024.098087050028,ssd_admin2.geojson
2,58,Ulang,SS0712,Upper Nile,SS07,8.578237350218776,32.82779562073298,32.41059814400006,7.987863541000081,33.21997909800007,9.115842664000127,4833.588756014294,ssd_admin2.geojson
2,59,Gogrial East,SS0801,Warrap,SS08,8.597442895123384,28.589058183124692,28.152103922000094,7.99393220200011,29.165715669,9.03710475000014,4424.8019085417,ssd_admin2.geojson
2,60,Gogrial West,SS0802,Warrap,SS08,8.567439799231158,28.10997114021722,27.86224614000014,8.022330386000021,28.458887137000147,9.13051930500012,4401.062592548337,ssd_admin2.geojson
2,61,Tonj East,SS0803,Warrap,SS08,7.847276439231485,29.284940505393024,28.805943625000168,7.494752520000077,29.697964066000168,8.179186938000157,4421.410745894297,ssd_admin2.geojson
2,62,Tonj North,SS0804,Warrap,SS08,8.246329226015764,28.916460885748222,28.171155863000024,7.587424758000168,29.67595846500012,8.904874126000095,11227.83028851793,ssd_admin2.geojson
2,63,Tonj South,SS0805,Warrap,SS08,7.08061889840829,28.734674633477972,28.37242158700019,6.388121091000073,29.15366190200001,7.790018994000093,7423.305936172751,ssd_admin2.geojson
2,64,Twic,SS0806,Warrap,SS08,9.135898807382656,28.39197882591849,27.940303735000043,8.773103688999981,28.80754939100018,9.352099369000086,3957.0644583018243,ssd_admin2.geojson
2,65,Abyei Region,SS0001,Abyei Region,SS00,9.786907392766924,28.41357814587631,27.832981039000174,9.343870902000049,29.000368664,10.166666628000144,10495.850579184209,ssd_admin2.geojson
2,66,Jur River,SS0901,Western Bahr el Ghazal,SS09,7.592506401501983,28.024385887917894,27.244099148000146,6.739712913000062,28.53615587600018,8.500324972000158,10048.227087981024,ssd_admin2.geojson
2,67,Raja,SS0902,Western Bahr el Ghazal,SS09,8.617256283645233,25.589398761038915,24.15072456300004,6.649802008000108,26.929030065000063,10.43273162700018,62010.5687254955,ssd_admin2.geojson
2,68,Wau,SS0903,Western Bahr el Ghazal,SS09,7.284772361609393,27.29822716479181,26.445755387000077,6.65378638500016,28.09307272700005,8.14217051300011,19212.827540004448,ssd_admin2.geojson
2,69,Ezo,SS1001,Western Equatoria,SS10,5.459643876243578,27.897238726277845,27.256305042000065,4.6868058660001,28.49956349300004,6.518540565000023,8072.410791016016,ssd_admin2.geojson
2,70,Ibba,SS1002,Western Equatoria,SS10,5.101243990795499,29.061893330198718,28.5929526810001,4.340340997000055,29.46941539900007,5.7760873040001,9608.026985219294,ssd_admin2.geojson
2,71,Maridi,SS1003,Western Equatoria,SS10,5.096642801748952,29.68471918846006,29.314769674,4.559544913000138,30.205297139000095,5.710287313000038,7681.283576777505,ssd_admin2.geojson
2,72,Mundri East,SS1004,Western Equatoria,SS10,5.307882244643735,30.68256477319419,30.340037096,4.800432427000146,31.018461227000103,5.801069613000095,5079.771668140435,ssd_admin2.geojson
2,73,Mundri West,SS1005,Western Equatoria,SS10,5.213937060893411,30.208209381363588,29.76976575900011,4.608470829000112,30.5799245340001,5.695890378000172,5872.937302610929,ssd_admin2.geojson
2,74,Mvolo,SS1006,Western Equatoria,SS10,5.917979095092398,30.032367942167653,29.57699335400008,5.537880687000097,30.594595391000098,6.363667502000112,5710.890897257062,ssd_admin2.geojson
2,75,Nagero,SS1007,Western Equatoria,SS10,6.47132526416109,27.738218306057895,27.06806939800009,6.017793600000061,28.496328160000132,6.797650856000075,9196.816491680012,ssd_admin2.geojson
2,76,Nzara,SS1008,Western Equatoria,SS10,5.3184894263509905,28.20787321005336,27.76870541800008,4.348657904000106,28.572748260000026,6.274710522000134,6444.071090430799,ssd_admin2.geojson
2,77,Tambura,SS1009,Western Equatoria,SS10,6.0450251011196885,27.14429713803126,26.288841550000086,5.347035958000049,27.968096180000032,6.714926017000153,12454.9115037103,ssd_admin2.geojson
2,78,Yambio,SS1010,Western Equatoria,SS10,5.129866693217956,28.546133478555106,28.176830571000096,4.280105622000178,28.941146228000036,6.074951272000078,8792.087711904347,ssd_admin2.geojson
